id,student_info_id,father_name,father_occupation,father_phone,mother_name,mother_occupation,mother_phone,guardian_name,guardian_relationship,guardian_phone,created_at,updated_at,deleted_at
,C00-1501,Jon Mills,Financial manager,9504754710,Misty Collins,Music tutor,9379647930,,,,33:40.2,33:40.2,
,C00-1502,Christopher Cooley,Research scientist (medical),9959357236,Erika Anderson,Tree surgeon,9824502705,,,,33:40.2,33:40.2,
,C00-1503,Lance Bates,Quantity surveyor,9067024517,Amanda Evans,"Lecturer, higher education",9141432267,,,,33:40.2,33:40.2,
,C00-1504,Brian Caldwell,Prison officer,9188277346,Laura Hoffman,Fine artist,9062067316,,,,33:40.2,33:40.2,
,C00-1505,Charles Matthews,"Engineer, aeronautical",9395181031,Kristine Hays,Training and development officer,9896107765,,,,33:40.2,33:40.2,
,C00-1506,Gregory Anderson,"Scientist, marine",9678877667,Kimberly Hopkins,Television/film/video producer,9972941913,,,,33:40.2,33:40.2,
,C00-1507,Jared Burke,"Radiographer, diagnostic",9032883129,Christina Schroeder,Tax inspector,9451008131,,,,33:40.2,33:40.2,
,C00-1508,Kevin Cortez,"Accountant, chartered public finance",9334321863,Chelsea Todd,Science writer,9324624719,,,,33:40.2,33:40.2,
,C00-1509,Ronald Clay,Broadcast presenter,9039249547,Kelsey Guzman,Tree surgeon,9028440173,,,,33:40.2,33:40.2,
,C00-1510,,,,,,,Jennifer Clarke,Uncle,9655558755,33:40.2,33:40.2,
,C00-1511,Tyler Jordan,Fashion designer,9507142925,Barbara Thomas,Herbalist,9825439892,,,,33:40.2,33:40.2,
,C00-1512,Brent Wang,Clinical psychologist,9286290509,Lori Callahan,Fine artist,9642164823,,,,33:40.2,33:40.2,
,C00-1513,Jamie Hoffman,Chartered loss adjuster,9260210316,Lisa Hernandez,Midwife,9255313386,,,,33:40.2,33:40.2,
,C00-1514,David Logan,Estate agent,9389090166,Stacy Patrick,"Conservation officer, nature",9945632206,,,,33:40.2,33:40.2,
,C00-1515,,,,,,,Christopher Webster,Grandparent,9273099259,33:40.2,33:40.2,
,C00-1516,Jason Wagner,"Lecturer, higher education",9055241278,Maria Sharp,"Surveyor, hydrographic",9128296599,,,,33:40.2,33:40.2,
,C00-1517,,,,,,,Rachel Cunningham,Grandparent,9549333241,33:40.2,33:40.2,
,C00-1518,Kevin Ruiz,Geoscientist,9012466616,Karen Fuentes,Public affairs consultant,9682735942,,,,33:40.2,33:40.2,
,C00-1519,Jason Romero II,English as a second language teacher,9568190174,Cathy Richardson,Research scientist (physical sciences),9514193050,,,,33:40.2,33:40.2,
,C00-1520,Colton Phillips,Site engineer,9623178314,Jill Crawford,Glass blower/designer,9098348892,,,,33:40.2,33:40.2,
,C00-1521,,,,,,,Ashley Davidson,Aunt,9704152058,33:40.2,33:40.2,
,C00-1522,Robert Cohen,"Librarian, academic",9605306472,Katherine Combs,Materials engineer,9951557938,,,,33:40.2,33:40.2,
,C00-1523,Dylan Lopez,Musician,9118931463,Regina Brown,Ship broker,9662272895,,,,33:40.2,33:40.2,
,C00-1524,Eric Merritt,Leisure centre manager,9723399306,Angela Gonzalez,"Education officer, museum",9831725041,,,,33:40.2,33:40.2,
,C00-1525,,,,,,,Amanda Smith,Uncle,9960908654,33:40.2,33:40.2,
,C00-1526,Brandon Wagner,Forest/woodland manager,9986622936,Christie Johnson MD,Magazine features editor,9673870277,,,,33:40.2,33:40.2,
,C00-1527,,,,,,,Johnny Contreras,Grandparent,9071917772,33:40.2,33:40.2,
,C00-1528,Joseph Johnson,Passenger transport manager,9299917358,Patricia Willis,Call centre manager,9597496063,,,,33:40.2,33:40.2,
,C00-1529,Benjamin Henderson,"Designer, interior/spatial",9758664811,Katherine Robinson,Engineering geologist,9867011219,,,,33:40.2,33:40.2,
,C00-1530,Rick Becker,Child psychotherapist,9009416066,Michelle Moore,Barista,9134944086,,,,33:40.2,33:40.2,
,C00-1531,Glenn Lee,Financial planner,9315586087,Paula Hall,Recycling officer,9420687193,,,,33:40.2,33:40.2,
,C00-1532,Dennis Taylor,Surgeon,9081667349,Robin Burnett,Patent attorney,9574781280,,,,33:40.2,33:40.2,
,C00-1533,Joseph Burnett,Armed forces training and education officer,9421514319,Breanna Galvan,Medical laboratory scientific officer,9481402882,,,,33:40.2,33:40.2,
,C00-1534,,,,,,,Frank Hampton,Grandparent,9180839770,33:40.2,33:40.2,
,C00-1535,,,,,,,Karen Townsend,Grandparent,9609705247,33:40.2,33:40.2,
,C00-1536,Sean Adkins,Water engineer,9751104840,Stephanie Sparks,Charity fundraiser,9480579968,,,,33:40.2,33:40.2,
,C00-1537,,,,,,,Andrew Jones,Aunt,9012956300,33:40.2,33:40.2,
,C00-1538,Dale Wise,"Administrator, education",9688122465,Caitlin Harris,Trade mark attorney,9884359501,,,,33:40.2,33:40.2,
,C00-1539,,,,,,,Julie Gomez,Grandparent,9065724177,33:40.2,33:40.2,
,C00-1540,,,,,,,Terry Chapman,Uncle,9880657171,33:40.2,33:40.2,
,C00-1541,Christian Hodges,Broadcast engineer,9587277547,Pamela Singleton,"Engineer, civil (consulting)",9907532473,,,,33:40.2,33:40.2,
,C00-1542,Calvin Martinez,Pensions consultant,9513979266,Amy Walters,"Engineer, mining",9073903112,,,,33:40.2,33:40.2,
,C00-1543,Michael Brown,Warden/ranger,9933757195,Kelly Lucas,"Scientist, research (medical)",9644895729,,,,33:40.2,33:40.2,
,C00-1544,Michael Williams,Theatre director,9707929684,Megan King,Exhibition designer,9307441358,,,,33:40.2,33:40.2,
,C00-1545,Joshua Esparza,Photographer,9945552361,April Reyes,Chiropractor,9039575141,,,,33:40.2,33:40.2,
,C00-1546,Benjamin Prince,Accommodation manager,9607416481,Angela Mcgee,General practice doctor,9898910573,,,,33:40.2,33:40.2,
,C00-1547,Gregory Simmons,Chief Operating Officer,9965336424,Denise Tran,Herbalist,9367888134,,,,33:40.2,33:40.2,
,C00-1548,,,,,,,Mrs. Rebecca Reyes,Grandparent,9819528185,33:40.2,33:40.2,
,C00-1549,,,,,,,Corey Solomon,Aunt,9040498797,33:40.2,33:40.2,
,C00-1550,Ricky Hull,Emergency planning/management officer,9840981226,Kimberly Hansen,"Producer, television/film/video",9641114957,,,,33:40.2,33:40.2,
,C00-1551,Adrian Patel,General practice doctor,9629477830,Katherine Doyle,Accommodation manager,9041990957,,,,33:40.2,33:40.2,
,C00-1552,Jeffrey Smith,Radio producer,9126333865,Brianna Brown,Merchant navy officer,9233517693,,,,33:40.2,33:40.2,
,C00-1553,,,,,,,Jose Williams,Uncle,9187176437,33:40.2,33:40.2,
,C00-1554,Oscar Hogan,Chartered certified accountant,9341842593,Sarah Cox,Company secretary,9449457901,,,,33:40.2,33:40.2,
,C00-1555,Charles Duarte,Secondary school teacher,9397448556,Maria Owens,Forensic scientist,9488972994,,,,33:40.2,33:40.2,
,C00-1556,Todd Brown,Farm manager,9316537447,Amanda Berry DDS,Civil Service fast streamer,9088112736,,,,33:40.2,33:40.2,
,C00-1557,Austin Gonzalez,"Education officer, community",9242060225,Robin Smith,Patent attorney,9874657201,,,,33:40.2,33:40.2,
,C00-1558,,,,,,,Kelli Wilson,Aunt,9327866633,33:40.2,33:40.2,
,C00-1559,,,,,,,Aaron Martinez,Grandparent,9705683141,33:40.2,33:40.2,
,C00-1560,,,,,,,Bradley Perez,Uncle,9570768911,33:40.2,33:40.2,
,C00-1561,,,,,,,Nicholas Burgess,Grandparent,9678384463,33:40.2,33:40.2,
,C00-1562,Christopher Bauer,Outdoor activities/education manager,9533458529,Sarah Davenport,"Engineer, drilling",9198598440,,,,33:40.2,33:40.2,
,C00-1563,,,,,,,Douglas Farmer,Aunt,9625625946,33:40.2,33:40.2,
,C00-1564,Ryan Singh,Solicitor,9442859800,Kimberly Perry,"Journalist, magazine",9798507620,,,,33:40.2,33:40.2,
,C00-1565,Johnny Lam,Chartered accountant,9904005008,Linda Hull,Actor,9971936872,,,,33:40.2,33:40.2,
,C00-1566,Wayne Frazier,Rural practice surveyor,9333236253,Sharon Arnold,"Teacher, adult education",9095257937,,,,33:40.3,33:40.3,
,C00-1567,,,,,,,Edgar Warren,Aunt,9743238033,33:40.3,33:40.3,
,C00-1568,Douglas Schmidt,"Accountant, chartered certified",9110588152,Wanda Cameron,"Geologist, engineering",9125458240,,,,33:40.3,33:40.3,
,C00-1569,Thomas Martin,"Psychologist, sport and exercise",9081960863,Kristen Brock,Field trials officer,9989412500,,,,33:40.3,33:40.3,
,C00-1570,,,,,,,Mitchell Kelley,Uncle,9904130565,33:40.3,33:40.3,
,C00-1571,Jimmy Solomon,"Engineer, civil (contracting)",9027009211,Tammy Miller,"Exhibitions officer, museum/gallery",9754519568,,,,33:40.3,33:40.3,
,C00-1572,Randy Terry,"Radiographer, therapeutic",9713170262,Abigail Garcia,Nutritional therapist,9844531625,,,,33:40.3,33:40.3,
,C00-1573,Willie Turner,Probation officer,9461110595,Vanessa Salinas,"Production assistant, television",9256501664,,,,33:40.3,33:40.3,
,C00-1574,Jason Charles,Purchasing manager,9528398721,Beth Collins,Retail merchandiser,9699079930,,,,33:40.3,33:40.3,
,C00-1575,Matthew Harris,"Psychologist, sport and exercise",9030042953,Kathy Barr,Broadcast engineer,9988929850,,,,33:40.3,33:40.3,
,C00-1576,,,,,,,Laura Sims,Uncle,9978957451,33:40.3,33:40.3,
,C00-1577,Anthony Thomas,Cabin crew,9399352910,Carol Sawyer,"Engineer, materials",9677457689,,,,33:40.3,33:40.3,
,C00-1578,,,,,,,Jamie Larson,Aunt,9146973456,33:40.3,33:40.3,
,C00-1579,Benjamin Hubbard,Psychotherapist,9207517857,Katrina Sanchez,Corporate investment banker,9799976490,,,,33:40.3,33:40.3,
,C00-1580,,,,,,,Hannah Andrews,Grandparent,9640394391,33:40.3,33:40.3,
,C00-1581,Antonio Salazar,Housing manager/officer,9777550199,Rhonda Medina,Control and instrumentation engineer,9901611683,,,,33:40.3,33:40.3,
,C00-1582,Nicholas Snow,Multimedia specialist,9862227430,Mary Ford,Theatre manager,9062363275,,,,33:40.3,33:40.3,
,C00-1583,Joshua Harris,Company secretary,9870354533,Courtney Black,"Geneticist, molecular",9537064951,,,,33:40.3,33:40.3,
,C00-1584,Robert Barron,Make,9012251614,Debra Wood,"Pilot, airline",9848120898,,,,33:40.3,33:40.3,
,C00-1585,Peter Smith,Adult guidance worker,9550627275,Kathryn Ross,"Research officer, government",9577502878,,,,33:40.3,33:40.3,
,C00-1586,Andrew Keller,Building control surveyor,9626247795,Krista Andersen,Production manager,9554039438,,,,33:40.3,33:40.3,
,C00-1587,Raymond Smith,Dietitian,9988222417,Brenda Green,Structural engineer,9756863204,,,,33:40.3,33:40.3,
,C00-1588,Marc Rodriguez,Ship broker,9026631210,Kristin Howe,Media planner,9772745734,,,,33:40.3,33:40.3,
,C00-1589,,,,,,,Amber Nicholson,Grandparent,9213252230,33:40.3,33:40.3,
,C00-1590,Michael Stephens,Health service manager,9570099981,Stephanie Valdez,IT trainer,9178438804,,,,33:40.3,33:40.3,
,C00-1591,Jonathan Walker,Naval architect,9394396440,Brenda Moore,Games developer,9475896535,,,,33:40.3,33:40.3,
,C00-1592,,,,,,,Nathan Miller,Grandparent,9835035208,33:40.3,33:40.3,
,C00-1593,Matthew Fitzpatrick,Economist,9053573921,Laura Caldwell,Retail manager,9608750265,,,,33:40.3,33:40.3,
,C00-1594,Mr. Benjamin Davidson,"Scientist, forensic",9215963058,Sarah Robinson,Ship broker,9326932270,,,,33:40.3,33:40.3,
,C00-1595,Robert Burns,"Pharmacist, hospital",9022572726,Elizabeth Johnson,Landscape architect,9375811073,,,,33:40.3,33:40.3,
,C00-1596,,,,,,,Matthew Kelly,Uncle,9136923914,33:40.3,33:40.3,
,C00-1597,Nathan Baldwin,Technical brewer,9092072007,Sarah Gardner,Oceanographer,9683647274,,,,33:40.3,33:40.3,
,C00-1598,Nicolas Glass,"Engineer, electronics",9614983203,Lori Oconnor,Electronics engineer,9961316539,,,,33:40.3,33:40.3,
,C00-1599,,,,,,,Michael Aguirre,Uncle,9769364405,33:40.3,33:40.3,
,C00-1600,Eric Johnson,Homeopath,9897104413,Tracie Singh,"Psychotherapist, dance movement",9585454825,,,,33:40.3,33:40.3,
,C00-1601,Jeffery Oliver,Building surveyor,9885643846,Maria Ramirez,Product/process development scientist,9851065698,,,,33:40.3,33:40.3,
,C00-1602,James Jones,Public affairs consultant,9939468870,Brooke Waters,"Editor, commissioning",9784197464,,,,33:40.3,33:40.3,
,C00-1603,Thomas Hammond,Structural engineer,9200385701,Samantha Middleton,Animator,9090882795,,,,33:40.3,33:40.3,
,C00-1604,,,,,,,Brandi Romero,Uncle,9695352225,33:40.3,33:40.3,
,C00-1605,Michael Weaver,Event organiser,9576729526,Rebecca Fernandez,"Lecturer, higher education",9797024427,,,,33:40.3,33:40.3,
,C00-1606,,,,,,,Ian Yoder,Uncle,9927183197,33:40.3,33:40.3,
,C00-1607,Corey Baker,"Horticulturist, amenity",9660322722,Teresa Montgomery,Photographer,9571951326,,,,33:40.3,33:40.3,
,C00-1608,Ryan Smith,Aid worker,9514819296,Julia Welch,Computer games developer,9036855876,,,,33:40.3,33:40.3,
,C00-1609,Victor Ward,Public relations account executive,9981471445,Megan Turner,Stage manager,9400075720,,,,33:40.3,33:40.3,
,C00-1610,Dennis Brown,Museum/gallery curator,9195061901,Stephanie Green,Naval architect,9634980202,,,,33:40.3,33:40.3,
,C00-1611,Danny Kelley,Clinical cytogeneticist,9023254937,Terri Harris,Systems developer,9976379806,,,,33:40.3,33:40.3,
,C00-1612,,,,,,,Jeremy Vega,Aunt,9726614896,33:40.3,33:40.3,
,C00-1613,Adam Nunez,"Engineer, control and instrumentation",9822450373,Emily Guzman,Freight forwarder,9554975468,,,,33:40.3,33:40.3,
,C00-1614,,,,,,,Joseph Holland,Aunt,9368256016,33:40.3,33:40.3,
,C00-1615,Mark Salazar PhD,Exhibition designer,9897467966,Megan Henson,IT consultant,9444426708,,,,33:40.3,33:40.3,
,C00-1616,Taylor Stone,Geoscientist,9635578218,Vanessa Rodriguez,Animal nutritionist,9734130352,,,,33:40.3,33:40.3,
,C00-1617,Chad Harris,Rural practice surveyor,9832582133,Alicia Vasquez,"Scientist, clinical (histocompatibility and immunogenetics)",9269256387,,,,33:40.3,33:40.3,
,C00-1618,,,,,,,Clinton Davis,Aunt,9552866786,33:40.3,33:40.3,
,C00-1619,Shawn Wilson,"Psychologist, occupational",9918962387,Jasmine Moreno,Educational psychologist,9806034587,,,,33:40.3,33:40.3,
,C00-1620,Bernard Hamilton,Sub,9154780522,Amber Wallace,Clinical biochemist,9927512247,,,,33:40.3,33:40.3,
,C00-1621,,,,,,,Katherine Henderson,Grandparent,9823089953,33:40.3,33:40.3,
,C00-1622,,,,,,,Jeff Roth,Grandparent,9436373353,33:40.3,33:40.3,
,C00-1623,,,,,,,Lisa Phillips,Grandparent,9376050479,33:40.3,33:40.3,
,C00-1624,Curtis Schultz,"Nurse, children's",9754930618,Krystal Johnson,Rural practice surveyor,9727887348,,,,33:40.3,33:40.3,
,C00-1625,Eric Olson,Chief Financial Officer,9897605987,Beth Solomon,Retail buyer,9139485169,,,,33:40.3,33:40.3,
,C00-1626,Michael Lee,Technical brewer,9923364549,Samantha Morton,TEFL teacher,9859135867,,,,33:40.3,33:40.3,
,C00-1627,,,,,,,Dean Kelly,Uncle,9546772029,33:40.3,33:40.3,
,C00-1628,Matthew Valenzuela,Sub,9656661623,Victoria Miller,"Psychologist, occupational",9682623009,,,,33:40.3,33:40.3,
,C00-1629,,,,,,,Michelle Gonzalez,Uncle,9003021299,33:40.3,33:40.3,
,C00-1630,Christopher Wilson,Careers adviser,9544537268,Mary Camacho,Oncologist,9637874201,,,,33:40.3,33:40.3,
,C00-1631,John Brooks,Paramedic,9537775343,Crystal Villa,Paediatric nurse,9104938062,,,,33:40.3,33:40.3,
,C00-1632,Victor Gutierrez,"Embryologist, clinical",9093590978,Diana Torres,"Psychologist, educational",9331277538,,,,33:40.3,33:40.3,
,C00-1633,Steven Price,"Engineer, chemical",9203205514,Melinda Esparza,Comptroller,9513537682,,,,33:40.3,33:40.3,
,C00-1634,Antonio Nielsen,Passenger transport manager,9036074858,Crystal Smith,Multimedia programmer,9636693603,,,,33:40.3,33:40.3,
,C00-1635,Jack Morgan,Community education officer,9651816802,Brooke Lambert,Barrister,9742808564,,,,33:40.3,33:40.3,
,C00-1636,Jerry Hobbs,Financial trader,9797951074,Stacey Aguirre,Surgeon,9512971145,,,,33:40.4,33:40.4,
,C00-1637,Austin Hernandez,"Engineer, chemical",9663805861,Regina Wang,Dance movement psychotherapist,9240686985,,,,33:40.4,33:40.4,
,C00-1638,,,,,,,Thomas Chambers,Aunt,9291170644,33:40.4,33:40.4,
,C00-1639,John Fox,Colour technologist,9591135581,Cindy Moody,Textile designer,9225174100,,,,33:40.4,33:40.4,
,C00-1640,,,,,,,Jennifer Willis,Aunt,9160801546,33:40.4,33:40.4,
,C00-1641,,,,,,,Amanda Vazquez,Grandparent,9533896546,33:40.4,33:40.4,
,C00-1642,,,,,,,Christopher Hart,Uncle,9949390887,33:40.4,33:40.4,
,C00-1643,Ronald Crawford,Purchasing manager,9571279158,Sarah Cole MD,TEFL teacher,9194590551,,,,33:40.4,33:40.4,
,C00-1644,Samuel Williamson,Sports development officer,9193874872,Laura Bass,Community education officer,9962566613,,,,33:40.4,33:40.4,
,C00-1645,Alex Smith,"Psychotherapist, dance movement",9273584645,Destiny Cunningham,Chiropractor,9482500266,,,,33:40.4,33:40.4,
,C00-1646,,,,,,,Jason Sanchez,Uncle,9914723427,33:40.4,33:40.4,
,C00-1647,Adam Bowers,Investment analyst,9071804875,Amanda Olsen,Exercise physiologist,9199492782,,,,33:40.4,33:40.4,
,C00-1648,George Anderson,Restaurant manager,9514515195,Jessica Hansen,IT sales professional,9037257623,,,,33:40.4,33:40.4,
,C00-1649,Cole Patterson,Arts administrator,9587058274,Laura Gonzales,Clinical biochemist,9963498806,,,,33:40.4,33:40.4,
,C00-1650,,,,,,,Elizabeth Smith,Aunt,9124664135,33:40.4,33:40.4,
,C00-1651,,,,,,,James Chandler DDS,Aunt,9665407107,33:40.4,33:40.4,
,C00-1652,Charles Klein,Physiological scientist,9521677025,Teresa Becker,Psychotherapist,9374915450,,,,33:40.4,33:40.4,
,C00-1653,Anthony Cross,"Psychologist, counselling",9244231973,Cynthia Morris,"Designer, furniture",9519295336,,,,33:40.4,33:40.4,
,C00-1654,Jason Yu,Garment/textile technologist,9228301741,Katherine Olsen,Advice worker,9310864620,,,,33:40.4,33:40.4,
,C00-1655,Vincent Smith,"Teacher, music",9696792886,Katie Moyer,Naval architect,9008100116,,,,33:40.4,33:40.4,
,C00-1656,William Moody,Camera operator,9638612708,Alexandra Adams,Medical technical officer,9681855700,,,,33:40.4,33:40.4,
,C00-1657,Frank Henderson,Food technologist,9738748874,Caitlin Walton,"Horticulturist, commercial",9664616117,,,,33:40.4,33:40.4,
,C00-1658,,,,,,,Tammy Everett,Grandparent,9293925420,33:40.4,33:40.4,
,C00-1659,Anthony Spears,Trade union research officer,9560222982,Diane Kim,IT consultant,9405354426,,,,33:40.4,33:40.4,
,C00-1660,,,,,,,Meredith Woods,Uncle,9878889109,33:40.4,33:40.4,
,C00-1661,Edwin Nguyen,Financial risk analyst,9543863920,Leslie Dominguez,"Designer, fashion/clothing",9481768291,,,,33:40.4,33:40.4,
,C00-1662,Taylor Hunt,Fitness centre manager,9134978450,Marissa Bradshaw,"Engineer, mining",9440448828,,,,33:40.4,33:40.4,
,C00-1663,Oscar Davis,Applications developer,9920306568,Anne Harrison,Leisure centre manager,9173673517,,,,33:40.4,33:40.4,
,C00-1664,,,,,,,Dean Nash,Uncle,9063787745,33:40.4,33:40.4,
,C00-1665,Mark Brown,"Journalist, broadcasting",9911100154,Jessica Washington,Games developer,9196999512,,,,33:40.4,33:40.4,
,C00-1666,Eric Woods,"Engineer, production",9829407237,Lisa Stark,Diplomatic Services operational officer,9993988074,,,,33:40.4,33:40.4,
,C00-1667,Daniel David,Theatre director,9620947513,Amy Jenkins,Quality manager,9059916140,,,,33:40.4,33:40.4,
,C00-1668,Gary Norris,Leisure centre manager,9232656354,Kathryn Alvarez,"Scientist, product/process development",9177641237,,,,33:40.4,33:40.4,
,C00-1669,,,,,,,Frank Larsen,Aunt,9746691710,33:40.4,33:40.4,
,C00-1670,Brian Collins,Chartered legal executive (England and Wales),9538670171,Sandra Swanson,Hospital doctor,9272142556,,,,33:40.4,33:40.4,
,C00-1671,Samuel Mitchell,Arts development officer,9218947897,Sylvia Burns,Jewellery designer,9180295130,,,,33:40.4,33:40.4,
,C00-1672,Jorge Campbell,"Buyer, retail",9104733950,Theresa Taylor DVM,Optometrist,9208535445,,,,33:40.4,33:40.4,
,C00-1673,Donald Moreno,Operations geologist,9227361769,Kimberly Hutchinson,"Engineer, land",9917893760,,,,33:40.4,33:40.4,
,C00-1674,Ernest Diaz,"Surveyor, land/geomatics",9394967503,Nicole Harvey,"Surveyor, rural practice",9903994950,,,,33:40.4,33:40.4,
,C00-1675,Matthew Manning,Barrister's clerk,9235028751,Nicole Hardin,Nature conservation officer,9077057236,,,,33:40.4,33:40.4,
,C00-1676,,,,,,,Thomas Herrera,Aunt,9950887412,33:40.4,33:40.4,
,C00-1677,Brandon Villa MD,"Surveyor, land/geomatics",9341264557,Stephanie Burnett,Broadcast journalist,9692356286,,,,33:40.4,33:40.4,
,C00-1678,,,,,,,Kyle Johnson,Aunt,9802331065,33:40.4,33:40.4,
,C00-1679,Edward Sanchez,"Scientist, physiological",9601739978,Tonya Bell,Holiday representative,9865122097,,,,33:40.4,33:40.4,
,C00-1680,Michael Marshall,Midwife,9653866462,Kaylee Adams,Plant breeder/geneticist,9461292219,,,,33:40.4,33:40.4,
,C00-1681,,,,,,,Mr. Carlos Olson,Grandparent,9060685465,33:40.4,33:40.4,
,C00-1682,Paul Peterson,"Engineer, energy",9089109457,Nancy Decker,"Scientist, forensic",9405637017,,,,33:40.4,33:40.4,
,C00-1683,Miguel Brown DDS,"Engineer, chemical",9249720620,Mary Houston,Personal assistant,9369034591,,,,33:40.4,33:40.4,
,C00-1684,,,,,,,Sylvia Porter,Aunt,9850131013,33:40.4,33:40.4,
,C00-1685,,,,,,,Patrick Price,Uncle,9147613403,33:40.4,33:40.4,
,C00-1686,Jacob Walls,"Engineer, energy",9595575086,Tracy Stark,Claims inspector/assessor,9957485976,,,,33:40.4,33:40.4,
,C00-1687,Andrew Brooks,Community development worker,9670141501,Brenda Williams,Clinical psychologist,9026959649,,,,33:40.4,33:40.4,
,C00-1688,,,,,,,Gina Shepherd,Grandparent,9646602757,33:40.4,33:40.4,
,C00-1689,Daniel Norris,Regulatory affairs officer,9568323170,Sarah Brown,"Surveyor, building control",9342741298,,,,33:40.4,33:40.4,
,C00-1690,Michael Underwood,Public relations officer,9695282765,Courtney Vincent,Logistics and distribution manager,9177149659,,,,33:40.4,33:40.4,
,C00-1691,,,,,,,Jay Patton,Uncle,9566350253,33:40.4,33:40.4,
,C00-1692,,,,,,,Karen Hill,Uncle,9988666997,33:40.4,33:40.4,
,C00-1693,Martin Watson,Theatre director,9832763788,Brittany Williams,Proofreader,9228250753,,,,33:40.4,33:40.4,
,C00-1694,,,,,,,Daniel Sanchez,Aunt,9215781421,33:40.4,33:40.4,
,C00-1695,,,,,,,Mark Miller,Uncle,9975369688,33:40.4,33:40.4,
,C00-1696,Hayden Walker,"Research officer, trade union",9208898032,Vanessa Allison,Mechanical engineer,9058032962,,,,33:40.4,33:40.4,
,C00-1697,Todd Booker,Chartered management accountant,9220969718,Jennifer Ho,Phytotherapist,9519285594,,,,33:40.4,33:40.4,
,C00-1698,Alex Harvey,Pharmacologist,9136541680,Amy Miller,"Administrator, local government",9097244544,,,,33:40.4,33:40.4,
,C00-1699,,,,,,,Shannon Jordan,Aunt,9318495511,33:40.4,33:40.4,
,C00-1700,,,,,,,Kevin Turner,Aunt,9721900252,33:40.4,33:40.4,
,C00-1701,,,,,,,Kimberly Mendoza,Uncle,9887158708,33:40.4,33:40.4,
,C00-1702,,,,,,,Amber Murphy,Grandparent,9850905596,33:40.4,33:40.4,
,C00-1703,Bryan Jimenez,Architectural technologist,9145428697,Amy Williamson,Fast food restaurant manager,9706671833,,,,33:40.4,33:40.4,
,C00-1704,,,,,,,Donna Smith,Aunt,9824512095,33:40.4,33:40.4,
,C00-1705,Mario Meyer,Water quality scientist,9556813588,Heather Horne,Systems developer,9482564678,,,,33:40.4,33:40.4,
,C00-1706,Jason Williamson,"Designer, television/film set",9682944605,Nichole Kaufman,Financial controller,9867661374,,,,33:40.4,33:40.4,
,C00-1707,Nicholas Wright MD,Event organiser,9474779989,Laura Smith,Town planner,9870649244,,,,33:40.4,33:40.4,
,C00-1708,John Carter,"Engineer, petroleum",9456360233,Stephanie Martin,"Administrator, education",9992441722,,,,33:40.4,33:40.4,
,C00-1709,,,,,,,Steven Peters,Grandparent,9732417228,33:40.4,33:40.4,
,C00-1710,Mr. Jeffrey Moyer,Industrial buyer,9607208988,Courtney Hernandez,Water engineer,9530427784,,,,33:40.5,33:40.5,
,C00-1711,Paul Hughes,Location manager,9662262837,Deborah Coleman,Database administrator,9807077115,,,,33:40.5,33:40.5,
,C00-1712,Ernest Smith,Conference centre manager,9735904561,Alison Thomas,Financial controller,9294124066,,,,33:40.5,33:40.5,
,C00-1713,,,,,,,Meredith Martinez,Aunt,9910254220,33:40.5,33:40.5,
,C00-1714,,,,,,,Kelly Harris,Uncle,9222521731,33:40.5,33:40.5,
,C00-1715,Anthony Norris,Community pharmacist,9813407127,Melissa Kennedy,Dancer,9643627489,,,,33:40.5,33:40.5,
,C00-1716,John Hurley,Trade union research officer,9572452837,Nichole Jones,Newspaper journalist,9345652892,,,,33:40.5,33:40.5,
,C00-1717,,,,,,,Alexandra Ruiz,Uncle,9077382632,33:40.5,33:40.5,
,C00-1718,,,,,,,Joseph Henry,Grandparent,9906198128,33:40.5,33:40.5,
,C00-1719,Matthew Callahan,Insurance broker,9217133568,Michele Vega,Chief Operating Officer,9180698682,,,,33:40.5,33:40.5,
,C00-1720,Thomas Mcbride,Patent attorney,9970431471,Michelle Booth,"Engineer, civil (consulting)",9968984332,,,,33:40.5,33:40.5,
,C00-1721,James Bass,Dance movement psychotherapist,9809181596,Ashlee Foster,Restaurant manager,9206679758,,,,33:40.5,33:40.5,
,C00-1722,Paul Wilkins,Regulatory affairs officer,9040455436,Shelby Henderson,Building surveyor,9873849239,,,,33:40.5,33:40.5,
,C00-1723,,,,,,,Patricia Sanchez MD,Uncle,9604156374,33:40.5,33:40.5,
,C00-1724,Kenneth Davis,"Research officer, political party",9543174078,Jacqueline Stewart,Psychotherapist,9364692720,,,,33:40.5,33:40.5,
,C00-1725,,,,,,,Brandi Ellis,Aunt,9338493483,33:40.5,33:40.5,
,C00-1726,Shane Andrews,"Designer, multimedia",9632790741,Kimberly Garner,Materials engineer,9531018908,,,,33:40.5,33:40.5,
,C00-1727,Andrew Wang,Emergency planning/management officer,9341872969,Erin Tran,"Buyer, industrial",9603657225,,,,33:40.5,33:40.5,
,C00-1728,Dennis Jones,Make,9909336599,Jessica Davila,Airline pilot,9675602936,,,,33:40.5,33:40.5,
,C00-1729,,,,,,,Mary Anderson,Grandparent,9447481109,33:40.5,33:40.5,
,C00-1730,Julian Moore,English as a second language teacher,9291052857,Susan Joseph,"Scientist, biomedical",9165380442,,,,33:40.5,33:40.5,
,C00-1731,Christopher Mclaughlin DDS,Arts administrator,9774067460,Christine Mccoy,Recruitment consultant,9613457030,,,,33:40.5,33:40.5,
